"country","year","month","n_users","pct_is_hired_1mo","pct_is_unemployed","pct_job_offer","pct_job_search","pct_lost_job_1mo","pct_is_hired_1mo_male","pct_is_unemployed_male","pct_job_offer_male","pct_job_search_male","pct_lost_job_1mo_male","pct_is_hired_1mo_female","pct_is_unemployed_female","pct_job_offer_female","pct_job_search_female","pct_lost_job_1mo_female"
"Brazil",2018,2,1049292,0.22148267593768,0.939681232678797,0.395123569035121,0.346424064988583,0.00743358378792557,0.141021520539948,0.507021559894791,0.438150584747375,0.158075285814547,0.00590322644120714,0.201282842650492,0.954527969369224,0.25853662900441,0.356046983888427,0.0053675424706798
"Brazil",2018,3,1111760,0.235122688350004,0.93905159386918,0.424462114125351,0.344948550046773,0.00503705835791898,0.162484431209655,0.532341988632412,0.446990244611776,0.159323255505187,0.00379341084536161,0.219731172643469,1.02054829794174,0.280672240056306,0.363929754690746,0.00429162446569275
"Brazil",2018,4,1123735,0.19942424148042,0.832313668258086,0.42429932323902,0.307723796090715,0.00516135921725318,0.136927203496333,0.453923058165926,0.492062598865818,0.136301965124204,0.00812809883768187,0.155282197199715,0.862293318528029,0.316636882558079,0.322709370716727,0.00346999323351319
"Brazil",2018,5,1134559,0.200782859243107,0.881928573128414,0.379971425020647,0.300116609184714,0.00484769853308642,0.129362840681774,0.462551035218245,0.482744259129546,0.13062491717623,0.00378622948336899,0.162068874891589,0.884808452110838,0.254929959964608,0.311873078169761,0
"Brazil",2018,6,1150556,0.193210934539475,0.827426044451552,0.350439265885363,0.281255323513154,0.006084015032732,0.127061574038779,0.436456506823206,0.392620263779828,0.121979111077228,0.00381184722116338,0.177350789166451,0.82793408610871,0.250430008822979,0.274492678709884,0.00445604997905657
"Brazil",2018,7,1202647,0.221511382808089,0.915148002697383,0.368686738502653,0.319960886278351,0.00748349266243544,0.119907801462502,0.450430860416136,0.440490317289711,0.118665233571699,0.0111831110172282,0.226513442129751,0.822969687428941,0.237008273425338,0.298228122649595,0.00262370782389673
"Brazil",2018,8,1225178,0.249678005971377,0.975450097863331,0.375374027284199,0.33693063375281,0.0103658407186548,0.148079252995239,0.506039430690343,0.427104622275525,0.151750639433138,0.0116260570533452,0.23405707801016,0.875054303015258,0.26331421276143,0.315622423377337,0.00265973952284273
"Brazil",2018,9,1270763,0.207513124005027,0.815651699018621,0.337749840056722,0.251030286528645,0.00826275237790209,0.120695012069501,0.384790038479004,0.420640042064004,0.109342510934251,0.00537750053775005,0.156370807307729,0.744498788126243,0.216312950109025,0.243243478034245,0.00608108695085613
"Brazil",2018,10,1373987,0.210118436346195,0.925045142348508,0.337412217146159,0.274238402546749,0.00764199370154157,0.111088440000907,0.554875422249428,0.428483982860641,0.123557550613254,0.00680133306128001,0.158775627122806,0.846257723943201,0.212792077587265,0.272537545525228,0.00572901747350329
"Brazil",2018,11,1361815,0.22719679251587,0.982512308940642,0.346229113352401,0.300554774326909,0.00660882719018369,0.117808871066025,0.536233482093632,0.462530395269074,0.125353281528381,0.00638373192968609,0.195242865146602,0.802193511145821,0.270793365138113,0.248722432556323,0.00084888202237653
"Brazil",2018,12,1342795,0.278672470481347,1.03925022062191,0.296322223422041,0.291034744692972,0.00834081151627761,0.132338787295476,0.496270452358037,0.376564003849856,0.104667949951877,0.00601539942252166,0.212851585207709,0.830836649823369,0.224477932298887,0.252202298439386,0.00357733756651612
"Brazil",2019,1,1442487,0.348772640585322,1.47821089548814,0.409015817820195,0.519311439201878,0.00894288822013647,0.171338268319055,0.578335967174028,0.511242341068508,0.153594499431645,0.00720840611051041,0.259521290663846,1.10337873578418,0.354568897117165,0.402505950806665,0.00247950277704311
"Brazil",2019,2,1401954,0.341523331008007,1.37993115323327,0.371838163021041,0.470058218743268,0.0126965649372233,0.152825184638988,0.575621707122724,0.450150446582543,0.14212147520902,0.0124876610016293,0.266690060531626,1.05096938327923,0.320203526625143,0.357048863935433,0.00789542942363365
"Brazil",2019,3,1493539,0.33189625446674,1.43163318801853,0.358477415052436,0.478260025349187,0.0107128103116156,0.146257759146868,0.564877408358573,0.477353080050211,0.161229025831193,0.00806145129155966,0.246175487954985,1.03410451572927,0.293903388680952,0.342468620998602,0.00837331591683623
"Brazil",2019,4,1499074,0.329069812430874,1.39646208259232,0.352017312020621,0.453613363983366,0.0104064242325596,0.135181793177708,0.536045552167883,0.438901925901651,0.152152667645906,0.00877803851803302,0.225295755045233,0.99338900487126,0.287926235212248,0.334899095337509,0.0069589422407794
"Brazil",2019,5,1524969,0.330564096712786,1.47852185847712,0.333908426990975,0.478239229781064,0.00950839000661653,0.142373243321805,0.557628536343736,0.424746842576718,0.140593577780282,0.00771188401326444,0.215555319975971,1.02123749955829,0.268560726527439,0.315382168981236,0.00353369377009788
"Brazil",2019,6,1528930,0.31518774567835,1.35434584971189,0.309562896927917,0.426507426762507,0.0210604802051108,0.13642230963582,0.517548313685666,0.466772297094755,0.116846014082698,0.0134587031927715,0.190001297569837,0.878640146810759,0.250245611433444,0.273416501380985,0.0111220271748197
"Brazil",2019,7,1558538,0.366818133404511,1.47830851734125,0.328384678461481,0.490587974114202,0.0132816780854878,0.131356143234225,0.494920065740326,0.456322526022212,0.110812291448777,0.00622540963195378,0.23694863874446,0.856660463153048,0.282036031541989,0.275320887933846,0.000959306229734656
"Brazil",2019,8,1586521,0.398544992470947,1.53398536798441,0.315281045759873,0.497503657373587,0.0172704931103969,0.140490323887152,0.513865508992646,0.419572453771089,0.125302180764217,0.0113911073422015,0.24142639463321,0.858844715334534,0.266162705558744,0.277046682365979,0.00989452437021352
"Brazil",2019,9,1611330,0.371308173992913,1.50887775936649,0.321845928518677,0.463840429955378,0.0168804652057617,0.14430944067207,0.458697864993364,0.4438803777815,0.0972800247387613,0.00708662431871771,0.222468280492884,0.782194410865391,0.291545189504373,0.246848366026351,0.00812669517782225
"Brazil",2019,10,1661044,0.403420981021574,1.61825935977614,0.337739397631851,0.509739657709248,0.0173384931404587,0.149569175743781,0.447406925703138,0.454560234108275,0.115753536010405,0.00975451146155097,0.225523059732858,0.826234482475833,0.283954034300007,0.236799212719501,0.00717573371877274
"Brazil",2019,11,1711582,0.40290211044519,1.60296147073292,0.321982820571845,0.475116003790645,0.0163591344148279,0.128195116872299,0.422978812015201,0.465927429850591,0.0878494455723879,0.00585662970482586,0.204364569961489,0.747625160462131,0.286521181001284,0.182798459563543,0.00513478818998716
"Brazil",2019,12,1712750,0.468427966720187,1.71934024230039,0.280251058239673,0.475317471901912,0.0165815209458473,0.161355657574939,0.430731839049419,0.380772346745882,0.0769646232784229,0.00607615446934918,0.208098499956646,0.784704760253187,0.231943119743345,0.205930807248764,0.0032515390618226
"Brazil",2020,1,1792439,0.569782291057046,2.28415025560145,0.359677512038067,0.803653569242803,0.0180759289437465,0.191856041811386,0.513380304984949,0.457146637557474,0.135622374383911,0.00727729813767325,0.233199518693231,0.813536220464056,0.348202021062495,0.268339172194951,0.00638902790940358
"Brazil",2020,2,1779891,0.480422677568458,1.81117832496484,0.272432412996077,0.576271243576152,0.0205068737355265,0.172359083828535,0.429815957999192,0.296399930767899,0.0944729706340506,0.0129810188657474,0.197489891789562,0.703484703297731,0.155421039100661,0.203332787996354,0.00584289620679178
"Brazil",2020,3,1885139,0.393074462944112,1.76851680433114,0.377744028424429,0.422621355772704,0.0305017295806834,0.122459141036596,0.574615969479414,0.359303194030453,0.0726680617140243,0.010765638772448,0.165945783906471,0.75478566228427,0.161663312063723,0.153098368378228,0.00642370776412145
"Brazil",2020,4,1967968,0.245735703019561,1.25093497455243,0.26656937511179,0.199901624416657,0.0295736516040911,0.0864910200043246,0.4580092650229,0.262094000013105,0.0425902750021295,0.0209675200010484,0.105477670479565,0.592927875802603,0.165896918618345,0.0798762941495735,0.0163848808511946
"Brazil",2020,5,1973115,0.268205350423062,1.2122456116344,0.268509438121954,0.259842938703522,0.0195122940122598,0.0794515106060917,0.380134382641215,0.291093896617146,0.0479448770898829,0.0116437558646859,0.111814719688247,0.598928350013285,0.141705783367284,0.0941014967673368,0.011070764325569
"Brazil",2020,6,1966798,0.28879427373833,1.22864676494485,0.246085261424915,0.344519365994881,0.0128127036940245,0.0857084749702199,0.350823672971324,0.262209825968215,0.0457596095179988,0.00871611609866644,0.140339192692847,0.484051283271093,0.15223234461597,0.0927665850003568,0.00118931519231227
"Brazil",2020,7,1870008,0.359944984192581,1.47448567064954,0.261496207502856,0.445452639774803,0.014598868026233,0.101663083883685,0.380266496969509,0.265410493803208,0.0566519475077023,0.00465632445268786,0.157419901050348,0.559568219699976,0.129639918512051,0.130962774823399,0.00529142524538985
"Brazil",2020,8,1877846,0.430439982831393,1.59746858901103,0.296296927437074,0.499561731899208,0.0156562359213695,0.109864239190144,0.339794396923801,0.289570744722593,0.0627795652515106,0.00549321195950718,0.187452965724841,0.548676198946432,0.128617363344051,0.132722172812479,0.00410480946842717
"Brazil",2020,9,1894447,0.45026332222543,1.77883044497946,0.311330958321874,0.575471364466781,0.0170498303726628,0.123462690371503,0.403842477537756,0.294717389919072,0.0700949467915631,0.00796533486267763,0.177723473383133,0.580378217766793,0.124961817222515,0.15273110993863,0.0055538585432229
"Brazil",2020,10,1884286,0.504328960677944,1.88522336842709,0.317733082982095,0.606701955011076,0.021546622964879,0.127425189082539,0.388030253206182,0.300887865833607,0.0665899375205525,0.00822097994080894,0.18517199629656,0.611067587778648,0.17092799658144,0.176625596467488,0.002848799943024
"Brazil",2020,11,1900657,0.497933083139146,1.86046193500458,0.310155909246119,0.570381715375262,0.0177833243978266,0.137096316246319,0.400743078258471,0.274192632492638,0.0640864436891077,0.00567854564333866,0.153661803059139,0.534291957425812,0.148022837809262,0.13392542468457,0.00845844787481497
"Brazil",2020,12,1817747,0.500124604799238,1.71454003224871,0.266758795365912,0.480594934278533,0.0190345521131379,0.145038892869784,0.369503846120641,0.250364755549033,0.0621595255156219,0.00690661394618021,0.213206719791934,0.54586968684318,0.0982867857196861,0.114919934072248,0.00756052197843739
"Brazil",2021,1,1852167,0.534617018875728,2.14381316587543,0.337226610775378,0.704418122123977,0.0230000858453908,0.13636401663139,0.425823831075937,0.298662294094518,0.0652539466088863,0.00836589059088285,0.229143681575151,0.671871905853065,0.148519052872783,0.200854338170811,0.00848680302130188
"Brazil",2021,2,1872978,0.467063681474102,1.95576242753519,0.424404344311572,0.594881520231417,0.0172452639593204,0.127953667303629,0.429318225821387,0.345138181542683,0.0850218447214903,0.00673440354229626,0.159369006779936,0.652332459955161,0.178277194025013,0.156667837173496,0.00945409362253856
"Brazil",2021,3,1858100,0.408051235132662,1.79263764060061,0.313007911307249,0.49728216995856,0.0170066196652494,0.124453385387809,0.423652962587267,0.294937474960149,0.0596694313503192,0.00681936358289363,0.142771994510902,0.608513646507631,0.116435412999182,0.13722745103475,0.00277227173807577
"Brazil",2021,4,1527435,0.364139881566155,1.41937300114244,0.288981200509351,0.404927214578689,0.0138794776864482,0.132867132867133,0.304695304695305,0.262737262737263,0.048951048951049,0.00599400599400599,0.142880604368533,0.507472491377895,0.119888323205781,0.151092133355231,0.00492691739201839
"Brazil",2021,5,1149618,0.325847368430209,1.18952556414392,0.260260364747246,0.340286947490384,0.0134827394838981,0.0999825030619642,0.247456695078361,0.246206913790087,0.0424925638013348,0.00499912515309821,0.124929475296204,0.441283146610784,0.147094382203595,0.102764568388813,0.00402998307407109
"Brazil",2021,6,754719,0.18443950662432,0.690190653740001,0.162047066524097,0.196496974370594,0.0071549808604262,0.0514207358878647,0.171402452959549,0.13902643406719,0.020949188695056,0.00380894339910109,0.0682771401632149,0.253600806320512,0.0845336021068375,0.0552719706083168,0
"Brazil",2021,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2021,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2021,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2021,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2021,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2021,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2022,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2023,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2024,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2024,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2024,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2024,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2007,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2008,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2009,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2012,1,432787,0.229674181525785,0.402738529576905,0.290905225896342,0.123617391465086,0.0145568143220568,0.280117107022807,0.491560342646474,0.190660353489717,0.146383778508693,0.0180720714208263,0.345319143706835,0.613217981173348,0.168358443728955,0.212598618723425,0.0184334062476958
"Mexico",2012,2,434494,0.170313053805116,0.341086413161056,0.270199358334062,0.0853866796779702,0.010817180444379,0.204221772359609,0.435197488696459,0.17033344332177,0.108799372174115,0.0169441645189195,0.267545745544886,0.50762027614543,0.171993693564569,0.134967273422197,0.00955520519803163
"Mexico",2012,3,464987,0.160649652570932,0.352913092193975,0.269039779606742,0.0995726762253568,0.0135487658794762,0.197984916233924,0.419459568292212,0.185401129185158,0.117448679121819,0.0184562210048573,0.243940648568807,0.530403061567039,0.146588187901439,0.163373094913054,0.0167849070116152
"Mexico",2012,4,476498,0.156978623205134,0.324450469886547,0.237776443972483,0.0812175497063996,0.0140609194582139,0.190768127048312,0.399471719032789,0.181800394580229,0.0904925730870196,0.0203812101547341,0.248095756256801,0.475516866158868,0.150163220892274,0.121871599564744,0.0163220892274211
"Mexico",2012,5,522109,0.168930242535562,0.395128220352455,0.256076796224543,0.114343939675432,0.0155140018655108,0.214023030083801,0.508681497558329,0.183125339120998,0.135648399348888,0.021854464339543,0.265864058189115,0.582894406822172,0.159518434913469,0.195635816403311,0.0200652119388011
"Mexico",2012,6,543001,0.202946219251898,0.459299338306928,0.24033104911409,0.123940839887956,0.015285423047103,0.240275013569748,0.579699656233038,0.175140220734576,0.149086303600507,0.0209878776913335,0.292880600741324,0.658741285601798,0.14788069676775,0.202615759857113,0.0240066066181413
"Mexico",2012,7,565116,0.196419850083877,0.42593025148819,0.24879847677291,0.121567961268129,0.0146872500513169,0.240139870942373,0.527324687361762,0.162199737390901,0.152369450276301,0.0175540841332144,0.288490878325273,0.635234722466227,0.1673616954387,0.171984946693913,0.022191606025021
"Mexico",2012,8,567272,0.232516323738877,0.377596637944408,0.269006755136866,0.0980129461704438,0.0151602758465075,0.270115874773434,0.442200139642149,0.178431635294201,0.116368457800566,0.0183368478958467,0.361423735016927,0.562723030469393,0.192149327477354,0.148229481196816,0.0228749199377802
"Mexico",2012,9,565766,0.174984003987514,0.340069922900987,0.25275467242641,0.0936783051650329,0.0118423517850136,0.202424851543313,0.41405083270223,0.157126982666487,0.121738022606468,0.0127400256216071,0.238429301127037,0.463103065650591,0.173319761203885,0.145808687996919,0.017423679697745
"Mexico",2012,10,571898,0.159993565286117,0.3007529314668,0.257213698946316,0.086379039618953,0.0103165249747333,0.179437947285739,0.356781288182929,0.194798394135102,0.0977482981323093,0.00977482981323093,0.220140600086969,0.450246412523554,0.149478185244238,0.137701116103783,0.0172126395129729
"Mexico",2012,11,576435,0.145202841603997,0.289538282720515,0.243219096689132,0.0768516831906459,0.0128375272146903,0.17548727197059,0.348893667198446,0.184504404522439,0.0894776999375737,0.0166470139418742,0.212442276012927,0.426684910297149,0.147629378246271,0.132326332940255,0.0153030453060159
"Mexico",2012,12,610685,0.127725423090464,0.289674709547475,0.170136813578195,0.0687752278179422,0.0153925509878251,0.155707508414831,0.353157880787681,0.136492539291299,0.0761972913519387,0.0218653096922955,0.163379526450726,0.41389480034184,0.117298121554368,0.102216934497378,0.0134054996062134
"Mexico",2013,1,622005,0.214467729359089,0.380543564762341,0.266235801963007,0.105947701385037,0.0101285359442448,0.271528816882514,0.451473092203705,0.200583045250503,0.128992312058201,0.0141891543264021,0.286871273791607,0.554617795997106,0.148840457996225,0.161313122074121,0.00831510938526396
"Mexico",2013,2,610975,0.173493187118949,0.298702892917059,0.242563116330455,0.0723433855722411,0.0219321576169238,0.214735039357112,0.373480881335836,0.177189342291605,0.0915588051246583,0.023054375391101,0.264552514950194,0.43893600551222,0.145461350663933,0.119091164286261,0.0408312563267181
"Mexico",2013,3,628231,0.129570174028343,0.270441923432623,0.222688788041341,0.0601689505930144,0.0141667634994134,0.147175584345165,0.33049955782774,0.144593556549636,0.0748788060703473,0.0187197015175868,0.182468191913604,0.400439244697276,0.130452372499319,0.0916469199204075,0.020641198180272
"Mexico",2013,4,639547,0.142757295398149,0.294270788542515,0.243453569479647,0.0748967628649654,0.0118834112270091,0.164200465128166,0.33990135193846,0.178256536072989,0.0798640394592246,0.0166117202075187,0.201543809259592,0.427566623692413,0.125658893222579,0.11505132431418,0.0122395025866149
"Mexico",2013,5,652085,0.130044396052662,0.299654186187384,0.22083010650452,0.0777505999984665,0.0145686528596732,0.157868463746412,0.365655809309871,0.152876575564707,0.0923499313615375,0.0187195806813927,0.167347701406208,0.417556886032966,0.125104592313379,0.11616855000528,0.021933922028969
